class,tweet,CoNLL
-1,feminist aka a bitch.,1	feministakaabitch	_	!	!	_	0	_	_	_
1,new test makes your poop neon colored if you have colon cancer  ,1	newtestmakesyourpoopneoncoloredifyouhavecoloncancer	_	^	^	_	-1	_	_	_
1,call a negro,1	callanegro	_	!	!	_	0	_	_	_
1,     charlie strong got down to the 53-man roster nearly as quickly as texans did,1	charliestronggotdowntothe53-manrosternearlyasquicklyastexansdid	_	!	!	_	0	_	_	_
-1," okay, let's fight you ginger faggot",1	okayletsfightyougingerfaggot	_	!	!	_	0	_	_	_
-1,happy first day of college nigger ,1	happyfirstdayofcollegenigger	_	^	^	_	-1	_	_	_
1,i know some ratchet bitches and they rep the north side,1	iknowsomeratchetbitchesandtheyrepthenorthside	_	L	L	_	0	_	_	_
1,  one man's trash is another man's treasure...perfectly explains strippers with daddy issues.,"1	onemanstrashisanothermanstreasure	_	G	G	_	-1	_	_	_
2	...	_	,	,	_	-1	_	_	_
3	perfectlyexplainsstripperswithdaddyissues	_	N	N	_	0	_	_	_"
-1,  racist  tx trash racist why wld u intvw  n ask racist questions itwas so disrespectful,1	racisttxtrashracistwhyolduintonaskracistquestionsitwassodisrespectful	_	!	!	_	0	_	_	_
1,"  bitch i didn't even know you, i was only fucking with real niggas and damn sure wasn't one of them",1	bitchididntevenknowyouiwasonlyfuckingwithrealniggaanddamnsurewasntoneofthem	_	!	!	_	0	_	_	_
-1,  faggot,1	faggot	_	N	N	_	0	_	_	_
1,   lol man bitch shutup i'm salty lowkey,1	lolmanbitchshutimsaltylowkey	_	!	!	_	0	_	_	_
1, alyssa you ignoring me bitch but you better text me back cause i'm serious fuck u smokey,1	alyssayouignoringmebitchbutyoubettertextmebackcauseimseriousfuckusmokey	_	!	!	_	0	_	_	_
-1,only white trash would call slants and hindis and moslems their equals.,1	onlywhitetrashwouldcallslantsandhindiandmoslemstheirequals	_	!	!	_	0	_	_	_
1,  bruh he threw that bitch ,1	bruhhethrewthatbitch	_	!	!	_	0	_	_	_
-1, jk i'd fuck a dog before i fuck you fish pussy,1	jkidfuckadogbeforeifuckyoufishpussy	_	!	!	_	0	_	_	_
1,"  welcome to good burger, home of the good burger, can i fuck your bitch?",1	welcometogoodburgerhomeofthegoodburgercanifuckyourbitch	_	!	!	_	0	_	_	_
-1,"who the fuck you callin jiggaboo, nigga?","1	whothefuckyoucallinjiggaboo	_	!	!	_	0	_	_	_
2	,	_	,	,	_	-1	_	_	_
3	nigga	_	N	N	_	0	_	_	_"
1, hit the clam chowder.thanks for the wishes and the card,"1	hittheclamchowder	_	^	^	_	3	_	_	_
2	.	_	,	,	_	-1	_	_	_
3	thanksforthewishesandthecard	_	N	N	_	0	_	_	_"
-1,"   best believe we aint no christian slave brainwash black spooks miss white man, unlike yoself, she devil",1	bestbelievewepaintnochristianslavebrainwashblackspooksmisswhitemanyunlikeyouselfshedevil	_	!	!	_	0	_	_	_
-1,i do da flow in a temple today fo nuttin. and dat jew wit the funky hair tell me i subhuman. he tell me i ain't no mo human den a monkey,1	idodaflowinatempletodayfoputtinganddatjewwitthefunkyhairtellmeisubhumanhetellmeipaintnomohumandenamonkey	_	!	!	_	0	_	_	_
1,one good girl is worth 1000 bitches,1	onegoodgirlisworth1000bitches	_	$	$	_	-1	_	_	_
1,"  why do people have a problem with gay people? know what, fuck it... i got a problem with you straight hoes now what?","1	whydopeoplehaveaproblemwithgaypeopleknowwhatfuckit	_	!	!	_	0	_	_	_
2	...	_	,	,	_	-1	_	_	_
3	igotaproblemwithyoustraighthoesnowwhat	_	O	O	_	0	_	_	_"
1,"omoide yokocho : shinjuku, tokyo, japan / japn by lost in japan, by miguel michn ",1	omoideyokochopshinjukutokyojapanpjanbylostinjapanbymiguelmich	_	!	!	_	0	_	_	_
-1, i remember his nephew lucas crying and dan saying quit being such a pussy and grow a pair or something.  dans so funny.,1	irememberhisnephewlucascryinganddansayingquitbeingsuchapussyandgrowapairorsomethingdanssofunny	_	!	!	_	0	_	_	_
-1," and how am i assume shit ,hmm cuz u don't know what fuck u talking about crackers these days.",1	andhowamiassumeshithmmcuzudonutknowwhatfuckutalkingaboutcrackersthesedays	_	N	N	_	0	_	_	_
-1,fuck boi fag,1	fuckboifag	_	!	!	_	0	_	_	_
-1,  the fox says you're a cunt.,1	thefoxsaysyoureacunt	_	!	!	_	0	_	_	_
-1,  lowkey called that faggot a faggot.,1	lowkeycalledthatfaggotafaggots	_	^	^	_	-1	_	_	_
1,  how am i suppose to ride for you ? and you got bitches ina back seat ,1	howamisupposetorideforyoupandyougotbitchesinabackseat	_	!	!	_	0	_	_	_
-1,i love all people for who they are but there's this one fag that goes to my school that can catch a ninja star to the face asap,1	iloveallpeopleforwhotheyarebuttheresthisonefagthatgoestomyschoolthatcancatchaninjastartothefaceasap	_	!	!	_	0	_	_	_
-1,i be sayin i'm done drinkin everyday but then one of my friends hit me up like i gotta case and only faggots turn down free beer,1	ibesayinimdonedrinkineverydaybutthenoneofmyfriendshitmeuplikeigotticaseandonlyfaggotsturndownfreebeer	_	L	L	_	0	_	_	_
1,oh it was multiple dna on ol girl man they ran a train on that hoe ,1	ohitwasmultiplednaonolgirlmantheyranatrainonthathoe	_	!	!	_	0	_	_	_
-1,  white trash warfare pt 3  ,1	whitetrashwarfarept3	_	!	!	_	0	_	_	_
1,  rutgers terminated mike rice's contract by repeatedly calling it a cunt while hurling balls at it until it finally kill ...,"1	rutgersterminatedmikericescontractbyrepeatedlycallingitacuntwhilehurlingballsatituntilitfinallykill	_	G	G	_	-1	_	_	_
2	...	_	~	~	_	-1	_	_	_"
-1," he looks like reg. memphis,tn. trash we got them everywhere.","1	helookslikeregmemphis	_	^	^	_	5	_	_	_
2	,	_	,	,	_	-1	_	_	_
3	tn	_	^	^	_	1	_	_	_
4	.	_	,	,	_	-1	_	_	_
5	trashwegotthemeverywhere	_	V	V	_	0	_	_	_"
1,  when u love her none of them hoes matter..,1	whenulovehernoneofthemhoesmatter	_	!	!	_	0	_	_	_
1, perfect stock photography for an article about not letting a leprechaun-looking handyman get into your liquor cabinet,1	perfectstockphotographyforanarticleaboutnotlettingaleprechaun-lookinghandymangetintoyourliquorcabinet	_	!	!	_	0	_	_	_
-1, fag.,1	fag	_	N	N	_	0	_	_	_
-1,  do you ever just see someone's account and think wow what a faggot but at the same time you can't unfollow bc u can't m,1	doyoueverjustseesomeonesaccountandthinkwowwhatafaggotbutatthesametimeyoucantunfollowbcucantm	_	!	!	_	0	_	_	_
1, dumb bitch stfu,1	dumbbitchstfu	_	!	!	_	0	_	_	_
-1, beans u beaner?,1	beansubearer	_	^	^	_	-1	_	_	_
1,  you're a cunt. screen shot that,1	youreacuntscreenshotthat	_	!	!	_	0	_	_	_
-1,tweetlikepontiacholmesi do the pontiac sprinkler...nigga nigga nigga nigga spic spic spic spic nigga nigga nigga nigga,"1	tweetlikepontiacholmesidothepontiacsprinkler	_	G	G	_	-1	_	_	_
2	...	_	,	,	_	-1	_	_	_
3	nigganigganigganiggaspicspicspicspicnigganigganigganigga	_	!	!	_	0	_	_	_"
-1,let's kill cracker babies. wtf did i just hear???????? wow.,"1	letskillcrackerbabieswtfdidijusthear	_	G	G	_	-1	_	_	_
2	????????	_	,	,	_	-1	_	_	_
3	wow	_	!	!	_	0	_	_	_"
1,these parents nd giving they kids ghetto ass names ronkieshietta. bro are you serious?? that tipped the scale fa me,"1	theseparentsndgivingtheykidsghettoassnamesronkieshietta	_	^	^	_	0	_	_	_
2	.	_	,	,	_	-1	_	_	_
3	broareyouseriousthattippedthescalefame	_	G	G	_	-1	_	_	_"
-1,  lmao nigga shoulda said i would be balless bc dat cold bitch wont stop blowin meswaagg,1	lmaoniggashouldasaidiwouldbeballersbcdatcoldbitchwontstopblowinmessaage	_	!	!	_	0	_	_	_
1,  derrick said if i cover my face and leave just my eyes visible i'll have tons of bitches,1	derricksaidificovermyfaceandleavejustmyeyesvisibleillhavetonsofbitches	_	!	!	_	0	_	_	_
-1, never followed him ignorant monkey,1	neverfollowedhimignorantmonkey	_	!	!	_	0	_	_	_
1,  porn ads be convincing af...click here and 30 bitches will appear in your bed you damn right ima click that shit nigga,"1	pornadsbeconvincingaf	_	G	G	_	-1	_	_	_
2	...	_	,	,	_	-1	_	_	_
3	clickhereand30bitcheswillappearinyourbedyoudamnrightimaclickthatshitnigga	_	!	!	_	0	_	_	_"
1,  i'm assuming it would look something like a bitch slap and a dickpunch,1	imassumingitwouldlooksomethinglikeabitchslapandadickpunch	_	!	!	_	0	_	_	_
-1,i really get upset when my lightskin friends have another cute dark skin sidekick..like im supposed to be the only cute darkie u hang wit ,"1	ireallygetupsetwhenmylightninfriendshaveanothercutedarkskinsidekick	_	!	!	_	0	_	_	_
2	..	_	,	,	_	-1	_	_	_
3	likeimsupposedtobetheonlycutearkieuhangwit	_	!	!	_	0	_	_	_"
1,they took it there bro you know i'm civil.    wait a minute lol. don't get ghetto v,1	theytookittherebroyouknowimcivilwaitaminuteloldonutgetghettov	_	^	^	_	-1	_	_	_
1,she cares tho. appreciate her. lol   a trolling bitch is a lonely bitch.,1	shecaresthorappreciateherlolatrollingbitchisalonelybitch	_	!	!	_	0	_	_	_
1,i'm a purple headed cunt,1	imapurpleheadedcunt	_	!	!	_	0	_	_	_
1, taking off like a bitch bra,1	takingofflikeabitchbra	_	!	!	_	0	_	_	_
1,money over bitches even though i love ladies,1	moneyoverbitcheseventhoughiloveladies	_	^	^	_	-1	_	_	_
1,  people need to mind they business bitch this the internet. stop posting shit then,1	peopleneedtomindtheybusinessbitchthistheinternetstoppostingshitthen	_	^	^	_	-1	_	_	_
-1,"it's time to mock halftime in america. how 'bout wake up america, we have radical leftists running the country. ",1	itstimetomockhalftimeinamericanhowaboutwakeupamericanwehaveradicalleftistsrunningthecountry	_	!	!	_	0	_	_	_
-1,a nicca say he ballin ask em where his title n his deeds at not wher his clothes n his keys at,1	anicasayheballinaskemwherehistitlenhisdeedsatnotwherhisclothesnhiskeysat	_	!	!	_	0	_	_	_
1,i'm bringing booty back. go ahead and tell them skinny bitches that.,1	imbringingbootybackgoaheadandtellthemskinnybitchesthat	_	!	!	_	0	_	_	_
-1, only one problem theres a no pussies allowed sorry ,1	onlyoneproblemtheresanopussiesallowedsorry	_	!	!	_	0	_	_	_
1, you gunna let that bitch do you like that?,1	yougunnaletthatbitchdoyoulikethat	_	!	!	_	0	_	_	_
-1,fuck you ghetto ass coons,1	fuckyoughettoasscoons	_	!	!	_	0	_	_	_
-1,ain't shit like fucking another nigga bitch and askin her who pussy is this and she say yours lmao no bitch im stealing this pussy lol,1	paintshitlikefuckinganotherniggabitchandaskinherwhopussyisthisandshesayyourslmaonobitchimstealingthispussylol	_	!	!	_	0	_	_	_
1,as long as you gon feed me pussy when i get the munchies ,1	aslongasyougonfeedmepussywhenigetthemunchies	_	^	^	_	-1	_	_	_
-1,  i hate trailer trash ,1	ihatetrailertrash	_	!	!	_	0	_	_	_
-1,"  you call someone a faggot and then say to kill themselves, you are a pathetic human being. a fucking disgrace.",1	youcallsomeoneafaggotandthensaytokillthemselvesyouareapathetichumanbeingafuckingdisgrace	_	!	!	_	0	_	_	_
-1,  if fleek in yo vocabulary you a faggot,1	ifsleekinyovocabularyyouafaggot	_	!	!	_	0	_	_	_
-1, hit a bitch it's not like you can see the bruises,1	hitabitchitsnotlikeyoucanseethebruises	_	!	!	_	0	_	_	_
1,my main bitch called to tell me she missed me.  super cute love you boo. ,1	mymainbitchcalledtotellmeshemissedmesupercuteloveyoubook	_	!	!	_	0	_	_	_
-1, yea....what did it do for maidana? it made him a greedy faggot loser. atleast broner is black...,"1	yea	_	!	!	_	0	_	_	_
2	....	_	,	,	_	-1	_	_	_
3	whatdiditdoformaidana	_	!	!	_	0	_	_	_
4	?	_	,	,	_	-1	_	_	_
5	itmadehimagreedyfaggotloseratleastbrokerisblack	_	G	G	_	-1	_	_	_
6	...	_	~	~	_	-1	_	_	_"
1,"twice divorced teabagger florida attorney general says marriage is reserved for 'stable, enduring family units' ",1	twicedivorcedteabaggersfloridaattorneygeneralsaysmarriageisreservedforstableenduringfamilyunits	_	^	^	_	-1	_	_	_
-1,"chill   if i ever become president imma ban henny from america..... for a day, just to see you negroes panic. gotcha bitch","1	chillifieverbecomepresidentmmabanhennyfromamerica	_	!	!	_	0	_	_	_
2	.....	_	,	,	_	-1	_	_	_
3	foradayjusttoseeyounegroespanicgotchabitch	_	G	G	_	-1	_	_	_"
1,my twitter was hacked = i'm too pussy to admit that i said it and now i want to act like i never said it.,1	mytwitterwashackedpimtoopussytoadmitthatisaiditandnowiwanttoactlikeineversaidit	_	!	!	_	0	_	_	_
-1,  you can be a good girl all you want and those hoes still gonna get us niggas attention from time to time,1	youcanbeagoodgirlallyouwantandthosehoesstillgonnagetusniggaattentionfromtimetotime	_	!	!	_	0	_	_	_
1,i'd rather have a flat bitch then a bitch who cheats,1	idratherhaveaflatbitchthenabitchwhocheats	_	L	L	_	0	_	_	_
1,      low key miss you bitches,1	lowkeymissyoubitches	_	!	!	_	0	_	_	_
1,   so i basically become a fearless bitch when i'm mad,1	soibasicallybecomeafearlessbitchwhenimmad	_	!	!	_	0	_	_	_
1,  when a bitch comment on my nigga pic like u so fine i  em thirst buckets back and be like thanks,1	whenabitchcommentonmyniggapiclikeusofineiemthirstbucketsbackandbelikethanks	_	!	!	_	0	_	_	_
1,this bitch keep playin wit my hair like she dont got her own.,1	thisbitchkeepplayinwitmyhairlikeshedontgotherown	_	#	#	_	-1	_	_	_
-1,i hate all these industry fags. i hope they all get the nigerian summer flu,1	ihatealltheseindustryfagsihopetheyallgetthenigeriansummerflu	_	!	!	_	0	_	_	_
-1, ew queer white thirsty bitch,1	ewqueerwhitethirstybitch	_	!	!	_	0	_	_	_
1,w bitch,1	wbitch	_	!	!	_	0	_	_	_
1,"it already soaked, sinked, ; melted so dropped that's shit bitch idgaf linc up or get caught ",1	italreadysoakedlinkedpmeltedsodroppedthatsshitbitchidealincuporgetcaught	_	!	!	_	0	_	_	_
1, bitch probably deserved it lol,1	bitchprobablydeserveditlol	_	!	!	_	0	_	_	_
1,i think i'm having my guy period today. i have been such an emotional bitch heh heh heh,1	ithinkimhavingmyguyperiodtodayihavebeensuchanemotionalbitchhehhehheh	_	!	!	_	0	_	_	_
1,everybody got some to say everybody hate if you ask me every bitch gay ,1	everybodygotsometosayeverybodyhateifyouaskmeeverybitchgay	_	!	!	_	0	_	_	_
-1, go jerk off to lollis faggot.,1	gojerkofftohollisfaggots	_	!	!	_	0	_	_	_
1,"  normally i would say she must have a great pussy but since i've seen it, that's not true so idk what it is.",1	normallyiwouldsayshemusthaveagreatpussybutsinceiveseenitthatsnottruesoidkwhatitis	_	!	!	_	0	_	_	_
-1, you are full of it these so called children are not children. they are illegal border jumpers ms gang members.,1	youarefullofitthesesocalledchildrenarenotchildrentheyareillegalborderjumpersmsgangmembers	_	!	!	_	0	_	_	_
1,bitch killa gone be dacing in that bitch cdfu,1	bitchkillagonebefacinginthatbitchcifu	_	!	!	_	0	_	_	_
-1,"look at this coon ass nigga here..... standing on a damn toilet, looking around for his manhood... ","1	lookatthiscoonassniggahere	_	^	^	_	0	_	_	_
2	.....	_	,	,	_	-1	_	_	_
3	standingonadamntoiletlookingaroundforhismanhood	_	G	G	_	-1	_	_	_
4	...	_	~	~	_	-1	_	_	_"
-1, gay fags,1	gayfags	_	^	^	_	-1	_	_	_
-1, you look like fucking shrek bitch,1	youlooklikefuckingshrekbitch	_	!	!	_	0	_	_	_
-1,good morning coons.,1	goodmorningcoons	_	!	!	_	0	_	_	_
-1,      ape? fuck u broke ass racist,1	apexfuckubrokeassracist	_	!	!	_	0	_	_	_
1,"ur no from here, u act sound infront ae me or i'll be an awfy cunt nd break ur fukin phone tae",1	urnofromhereuactsoundinfrontaemeorillbeanawaycuntndbreakurfuckinphonetae	_	!	!	_	0	_	_	_
1,  don't be a bitch to me. i'll be a bigger one and i'll win.,1	donutbeabitchtomeillbeabiggeroneandillwin	_	V	V	_	0	_	_	_
1,  make my way right to the trash can with these.   new season. new shoes. makeyourownway wayofwade http,1	makemywayrighttothetrashcanwiththesenewseasonnewshoesmakeyourownwaywayofwadehttp	_	!	!	_	0	_	_	_
-1, faggot,1	faggot	_	N	N	_	0	_	_	_
1,some movies are made to facilitate dudes to pick girls up. think out side the box lil nigguh,1	somemoviesaremadetofacilitatedudestopickgirlsupthinkoutsidetheboxlilnigger	_	G	G	_	-1	_	_	_
-1,   some of y'all hoes so worried about y'all eyebrows y'all forgot y'all had a mustache  lmao,1	someofyallhoessoworriedaboutyalleyebrowsyallforgotyallhadamustachelmao	_	!	!	_	0	_	_	_
-1,   at least im not black bitch your parents left you in the mcdonalds parking lot after you were born,1	atleastimnotblackbitchyourparentsleftyouinthemcdonaldsparkinglotafteryouwereborn	_	!	!	_	0	_	_	_
1,  i'm not saying i'm for this but .. studs will fuck trannys but won't let they bitch strap them down you muhfuckas childish lol,1	imnotsayingimforthisbuttostudswillfucktrannybutwontlettheybitchstrapthemdownyoumuhfuckaschildishlol	_	!	!	_	0	_	_	_
1, what if pussy treated condoms like cars treat seatbelts and kept beeping until u put it on? ,1	whatifpussytreatedcondomslikecarstreatseatbeltsandkeptbeepinguntiluputiton	_	!	!	_	0	_	_	_
-1,espn keep hiring these dyke bitches and gay spanish niggas to talk sports,1	espnkeephiringthesedykebitchesandgayspanishniggatotalksports	_	^	^	_	-1	_	_	_
-1,gave her that move it lil nigger push smh.. ,1	gaveherthatmoveitlilniggerpushsmh	_	!	!	_	0	_	_	_
1,  ur typical twitter hoe ,1	urtypicaltwitterhoe	_	!	!	_	0	_	_	_
1,sessy's a bitch but is a real homie. unlike gabby.,1	sessomsabitchbutisarealhomiesunlikegabby	_	!	!	_	0	_	_	_
-1, faggot,1	faggot	_	N	N	_	0	_	_	_
1,pussies only pussy...an every women got one...so u gotta have more than that ladies,"1	pussiesonlypussy	_	G	G	_	-1	_	_	_
2	...	_	,	,	_	-1	_	_	_
3	aneverywomengotone	_	G	G	_	-1	_	_	_
4	...	_	,	,	_	-1	_	_	_
5	sougottihavemorethanthatladies	_	G	G	_	-1	_	_	_"
-1,  this nigger tattoo show is horrible,1	thisniggertattooshowishorrible	_	^	^	_	-1	_	_	_
1,the yanks are coming: from disparagement to pride ,1	theyanksarecomingfromdisparagementtopride	_	^	^	_	-1	_	_	_
1,"  well done to  who correctly answered almeria. 26 yellow, and 1 red card so far this season.",1	welldonetowhocorrectlyansweredalgeria26yellowand1redcardsofarthisseason	_	!	!	_	0	_	_	_
-1,no one goes into psychiatry to help people. those people are all immoral. everyone who works in that field is pure trash.,1	noonegoesintopsychiatrytohelppeoplethosepeopleareallimmoraleveryonewhoworksinthatfieldispuretrash	_	!	!	_	0	_	_	_
1,makem eat my ass since eating pussy ain't major nomore ,1	makeeatmyasssinceeatingpussypaintmajornomore	_	!	!	_	0	_	_	_
1,"i really hate being a bitch to people, but at this point i no longer give a fuck",1	ireallyhatebeingabitchtopeoplebutatthispointinolongergiveafuck	_	!	!	_	0	_	_	_
1, ffffffffffffuck. baratheon rebellions are a bitch.,"1	ffffffffffffuck	_	N	N	_	0	_	_	_
2	.	_	,	,	_	-1	_	_	_
3	baratheonrebellionsareabitch	_	G	G	_	-1	_	_	_"
-1,it happens again black pack beats whitey. this should make national news. ,1	ithappensagainblackpackbeatswhiteythisshouldmakenationalnews	_	L	L	_	0	_	_	_
1,wowwww this bitch is so ratchet holy crap,1	awwwwthisbitchissoratchetholycrap	_	!	!	_	0	_	_	_
1,gonna shower for the sole purpose of shampooing my beard.,1	gonnashowerforthesolepurposeofshampooingmybeard	_	!	!	_	0	_	_	_
-1,  proof that thots are retarded. ,1	proofthatshotsareretarded	_	!	!	_	0	_	_	_
1,  when bitches say that your dick game is stupid ,1	whenbitchessaythatyourdickgameisstupid	_	!	!	_	0	_	_	_
-1,    all deze hoes got past demons in em... yolo nigga lol + hahahahaha,"1	alldeehoesgotpastdemonsinem	_	G	G	_	-1	_	_	_
2	...	_	,	,	_	-1	_	_	_
3	yoloniggalolphahahahaha	_	!	!	_	0	_	_	_"
-1,california is full of white trash,1	californiaisfullofwhitetrash	_	!	!	_	0	_	_	_
1,this dude fell cuz he was looking at these bitches in the car.,1	thisdudefellcuzhewaslookingatthesebitchesinthecar	_	G	G	_	-1	_	_	_
1,only bitches talk shit,1	onlybitchestalkshit	_	!	!	_	0	_	_	_
1, because you're a weak bitch. listen to cruel hand because the singer fell on face last night.,1	becauseyoureaweakbitchlistentocruelhandbecausethesingerfellonfacelastnight	_	!	!	_	0	_	_	_
-1,  remember the yellow badge nazis used? israel is making muslim women carry a yellow badge order to pray in al-aqsa.h,"1	remembertheyellowbadgenazisusedisraelismakingmuslimwomencarryayellowbadgeordertoprayinal-aqsa	_	!	!	_	0	_	_	_
2	.	_	,	,	_	-1	_	_	_
3	h	_	G	G	_	-1	_	_	_"
1,  this is for the bitches who played me... what up hoe?,"1	thisisforthebitcheswhoplayedme	_	G	G	_	-1	_	_	_
2	...	_	,	,	_	-1	_	_	_
3	whatuphoe	_	!	!	_	0	_	_	_"
-1,    yeah ok nigger.,1	yeahoknigger	_	!	!	_	0	_	_	_
1,  fuzzy dice might be the nicest thing you could put in your car lol ,1	fuzzydicemightbethenicestthingyoucouldputinyourcarlol	_	!	!	_	0	_	_	_
1,"just wait. the day i get off probation. you know this bitch is gonna be on the moon, and im not gonna come back to earth for a while.",1	justwaitthedayigetoffprobationyouknowthisbitchisgonnabeonthemoonandimnotgonnacomebacktoearthforawhile	_	^	^	_	-1	_	_	_
1,"  i want a crazy bitch, they be loyal af ",1	iwantacrazybitchtheybeloyalaf	_	!	!	_	0	_	_	_
-1,  look at ya boy    nigga a faggot   bruh   chance the rapper http://t.co,"1	lookatyaboyniggaafaggotbruhchancetherapper	_	^	^	_	0	_	_	_
2	http://t.co	_	U	U	_	-1	_	_	_"
1,"it's weird but i miss robertson screwdrivers :( -- from toque to mickey, ten canadianisms ::  via ",1	itsweirdbutimissrobertsonscrewdriverstotofromtoquetomickeytencanadianismstovia	_	!	!	_	0	_	_	_
1,lil stupid ass bitch,1	lilstupidassbitch	_	!	!	_	0	_	_	_
-1,dyke bitches kill me thinkin they really got hoes lol,1	dykebitcheskillmethinkintheyreallygothoeslol	_	!	!	_	0	_	_	_
1,when women are so proud that they don't like to cook ; clean bitch stop being lazy.. it's not cute,1	whenwomenaresoproudthattheydonutliketocookpcleanbitchstopbeinglazyitsnotcute	_	!	!	_	0	_	_	_
1,that was trash. i'm just gonna put my phone down. goodnight,1	thatwastrashimjustgonnaputmyphonedowngoodnight	_	!	!	_	0	_	_	_
-1,   shit your ass and shabbat your moms pussy u jew bastard. ur times coming. heil hitler,1	shityourassandshabbatyourmomspussyujewbastardurtimescomingheilhitler	_	G	G	_	-1	_	_	_
1,  dyke ron,1	dykeron	_	!	!	_	0	_	_	_
1," man both them get around a lot, bunch of hoes.",1	manboththemgetaroundalotbunchofhoes	_	^	^	_	-1	_	_	_
1,  lmao . the side ho gets all the real action anyways .,1	lmaopthesidehogetsalltherealactionanywaysp	_	!	!	_	0	_	_	_
-1, not funny u faggot,1	notfunnyufaggot	_	!	!	_	0	_	_	_
1, naw i juss like making you a lil mad  i have been gone for too long tho i hate the boonies,1	nawijustlikemakingyoualilmadihavebeengonefortoolongthoihatetheboonies	_	^	^	_	-1	_	_	_
-1, your a cunt,1	youracunt	_	!	!	_	0	_	_	_
1, ahh i'm too much of a bitch to live off campus. i get lazy and wouldn't want to drive home :),1	ahhimtoomuchofabitchtoliveoffcampusigetlazyandwouldntwanttodrivehometo	_	!	!	_	0	_	_	_
1, first off who you calling a hoe ? don't make me go sharkeisha ok you boo boo,1	firstoffwhoyoucallingahoepdonutmakemegosharkeishaokyoubooboo	_	!	!	_	0	_	_	_
-1,i like how niggas try an come at me and im like do it then bitch and they dont do shit. pussies,1	ilikehowniggatryancomeatmeandimlikedoitthenbitchandtheydontdoshitpussies	_	L	L	_	0	_	_	_
1, i think i need to see said bitch in question,1	ithinkineedtoseesaidbitchinquestion	_	#	#	_	-1	_	_	_
1, bitch please.,1	bitchplease	_	!	!	_	0	_	_	_
1, lmao yesterday ? them hoes was cute af lol,1	lmaoyesterdaypthemhoeswascuteaflol	_	!	!	_	0	_	_	_
-1, fuck you spear chucker,1	fuckyouspearchucker	_	!	!	_	0	_	_	_
1,"porn,android,iphone,ipad,sex,xxx, | hairy | hairy florence shoves a dildo in her hairy red pussy ","1	porn	_	N	N	_	0	_	_	_
2	,	_	,	,	_	-1	_	_	_
3	android	_	^	^	_	0	_	_	_
4	,	_	,	,	_	-1	_	_	_
5	iphone	_	^	^	_	7	MWE	_	_
6	,	_	,	,	_	-1	_	_	_
7	ipad	_	^	^	_	9	_	_	_
8	,	_	,	,	_	-1	_	_	_
9	sex	_	N	N	_	3	_	_	_
10	,	_	,	,	_	-1	_	_	_
11	xxx	_	E	E	_	-1	_	_	_
12	,	_	,	,	_	-1	_	_	_
13	phairyphairyflorenceshovesadildoinherhairyredpussy	_	N	N	_	0	_	_	_"
1,lol it's 4:36 and bitches are out here staggering drunk,1	lolits436andbitchesareoutherestaggeringdrunk	_	!	!	_	0	_	_	_
1,man i'm tryna give chief keef's mixtape a chance but this shit trash,1	manimtrnagivechiefkeefsmixtapeachancebutthisshittrash	_	!	!	_	0	_	_	_
1,' ma niggah alsina be doin his thang . ,1	pmaniggaalbinabedoinhisthangp	_	!	!	_	0	_	_	_
-1, chase you god damn faggot ,1	chaseyougoddamnfaggot	_	!	!	_	0	_	_	_
-1,   lemme find out you niggaz letting bitches shit on yo faces  niggas is weirdos,1	lemmefindoutyouniggalettingbitchesshitonyofacesniggaisweirdos	_	^	^	_	-1	_	_	_
-1, ur pal  threat2 apostate kufari cld cut ur neck w/sword of islam ;watch u squeal like a bitch like daniel pearl,1	urpalthreatapostatesafaricldcuturneckswordofislamwatchusqueallikeabitchlikedanielpearl	_	!	!	_	0	_	_	_
-1,and the jew  favorited my tweet though. lol. don't have anymore time for this trash.,1	andthejewfavoritemytweetthoughloldonuthaveanymoretimeforthistrash	_	!	!	_	0	_	_	_
1,when the teachers aid trys acting like she's the teacher... bitch please,"1	whentheteachersaidtrysactinglikeshestheteacher	_	G	G	_	-1	_	_	_
2	...	_	,	,	_	-1	_	_	_
3	bitchplease	_	!	!	_	0	_	_	_"
-1,late night phone convos with my hoomie that nigga a gook,1	latenightphoneconvoswithmyhoodiethatniggaagood	_	!	!	_	0	_	_	_
1,a bitch who can't ride dick is useless,1	abitchwhocantridedickisuseless	_	N	N	_	0	_	_	_
1,"  lmfao sorry bitch, no one likes you wes",1	lmfaosorrybitchnoonelikesyouwes	_	!	!	_	0	_	_	_
1, ; 4th my guinea pig will haunt you,1	p4thmyguineapigwillhauntyou	_	G	G	_	-1	_	_	_
-1,   ---- tragedy smh   niggas don't know you but will throw dirt on your name for the pussy you h,"1	----	_	~	~	_	-1	_	_	_
2	tragedysmhniggadonutknowyoubutwillthrowdirtonyournameforthepussyyouh	_	!	!	_	0	_	_	_"
-1," if racial minorities weren't criminally inclined, they wouldn't have so much to worry about. act your color, race traitor",1	ifracialminoritieswerentcriminallyinclinedtheywouldnthavesomuchtoworryaboutactyourcolorracetraitor	_	G	G	_	-1	_	_	_
1,precisely    soon as y'all break up is when she starts doing the shit she swore she'd never do like being a hoe,1	preciselysoonasyallbreakupiswhenshestartsdoingtheshitshesworeshedneverdolikebeingahoe	_	N	N	_	0	_	_	_
1,lil cuz need to help a bitch out,1	lilcuzneedtohelpabitchout	_	!	!	_	0	_	_	_
-1,johnny rebel - quit your bitchin' nigger: ,1	johnnyrebelpquityourbitchingnigger	_	^	^	_	-1	_	_	_
