class,tweet,CoNLL
12	.	_	,	,	_	-1	_	_	_"
-1,"  it's because you can't bend me, you can't buy me and you can't make me into your nigger farrakhan thetime","1	it's	_	L	L	_	0	_	_	_
2	because	_	P	P	_	1	_	_	_
3	you	_	O	O	_	4	_	_	_
4	can't	_	V	V	_	2	_	_	_
5	bend	_	V	V	_	4	_	_	_
6	me	_	O	O	_	5	_	_	_
7	,	_	,	,	_	-1	_	_	_
8	you	_	O	O	_	9	_	_	_
9	can't	_	V	V	_	12	CONJ	_	_
10	buy	_	V	V	_	9	_	_	_
11	me	_	O	O	_	10	_	_	_
12	and	_	&	&	_	0	_	_	_
13	you	_	O	O	_	14	_	_	_
14	can't	_	V	V	_	12	CONJ	_	_
15	make	_	V	V	_	14	_	_	_
16	me	_	O	O	_	15	_	_	_
17	into	_	P	P	_	15	_	_	_
18	your	_	D	D	_	19	_	_	_
19	nigger	_	N	N	_	21	_	_	_
20	farrakhan	_	^	^	_	21	MWE	_	_
21	thetime	_	^	^	_	17	_	_	_"
-1, die in a car accident then faggot,"1	die	_	V	V	_	0	_	_	_
2	in	_	P	P	_	1	_	_	_
3	a	_	D	D	_	5	_	_	_
4	car	_	N	N	_	5	_	_	_
5	accident	_	N	N	_	2	_	_	_
6	then	_	R	R	_	1	_	_	_
7	faggot	_	N	N	_	0	_	_	_"
1,  bitches ain't shit hoes ain't neither,"1	bitches	_	N	N	_	2	_	_	_
2	ain't	_	V	V	_	0	_	_	_
3	shit	_	N	N	_	4	_	_	_
4	hoes	_	N	N	_	5	_	_	_
5	ain't	_	V	V	_	2	_	_	_
6	neither	_	R	R	_	5	_	_	_"
1,    leave the bitching to the bitches ,"1	leave	_	V	V	_	0	_	_	_
2	the	_	D	D	_	3	_	_	_
3	bitching	_	N	N	_	1	_	_	_
4	to	_	P	P	_	1	_	_	_
5	the	_	D	D	_	6	_	_	_
6	bitches	_	N	N	_	4	_	_	_"
1, bitch i'm starving,"1	bitch	_	N	N	_	0	_	_	_
2	i'm	_	L	L	_	0	_	_	_
3	starving	_	V	V	_	2	_	_	_"
1,"   bitch for who, gap?   i'm a model yall bitches can't tell me nothin ","1	bitch	_	N	N	_	0	_	_	_
2	for	_	P	P	_	1	_	_	_
3	who	_	O	O	_	2	_	_	_
4	,	_	,	,	_	-1	_	_	_
5	gap	_	N	N	_	0	_	_	_
6	?	_	,	,	_	-1	_	_	_
7	i'm	_	L	L	_	0	_	_	_
8	a	_	D	D	_	9	_	_	_
9	model	_	N	N	_	7	_	_	_
10	yall	_	O	O	_	11	_	_	_
11	bitches	_	N	N	_	12	_	_	_
12	can't	_	V	V	_	7	_	_	_
13	tell	_	V	V	_	12	_	_	_
14	me	_	O	O	_	13	_	_	_
15	nothin	_	N	N	_	13	_	_	_"
1,a girl who getting it in school and work.... i applaud you y'all the real bitches y'all doing what you do and doing it well,"1	a	_	D	D	_	2	_	_	_
2	girl	_	N	N	_	0	_	_	_
3	who	_	O	O	_	4	_	_	_
4	getting	_	V	V	_	0	_	_	_
5	it	_	O	O	_	4	_	_	_
6	in	_	P	P	_	4	_	_	_
7	school	_	N	N	_	8	CONJ	_	_
8	and	_	&	&	_	6	_	_	_
9	work	_	N	N	_	8	CONJ	_	_
10	....	_	,	,	_	-1	_	_	_
11	i	_	O	O	_	12	_	_	_
12	applaud	_	V	V	_	0	_	_	_
13	you	_	O	O	_	12	_	_	_
14	y'all	_	O	O	_	13	_	_	_
15	the	_	D	D	_	17	_	_	_
16	real	_	A	A	_	17	_	_	_
17	bitches	_	N	N	_	12	_	_	_
18	y'all	_	O	O	_	19	_	_	_
19	doing	_	V	V	_	17	_	_	_
20	what	_	O	O	_	19	_	_	_
21	you	_	O	O	_	22	_	_	_
22	do	_	V	V	_	23	CONJ	_	_
23	and	_	&	&	_	20	_	_	_
24	doing	_	V	V	_	23	CONJ	_	_
25	it	_	O	O	_	24	_	_	_
26	well	_	R	R	_	25	_	_	_"
1,"that, and we spent half of our junior year and most of our senior year bitching at each other for being dumb bitches. sooo there's that too.","1	that	_	O	O	_	3	CONJ	_	_
2	,	_	,	,	_	-1	_	_	_
3	and	_	&	&	_	0	_	_	_
4	we	_	O	O	_	5	_	_	_
5	spent	_	V	V	_	3	CONJ	_	_
6	half	_	N	N	_	5	_	_	_
7	of	_	P	P	_	6	_	_	_
8	our	_	D	D	_	10	_	_	_
9	junior	_	N	N	_	10	_	_	_
10	year	_	N	N	_	7	_	_	_
11	and	_	&	&	_	8	_	_	_
12	most	_	R	R	_	13	_	_	_
13	of	_	P	P	_	11	_	_	_
14	our	_	D	D	_	16	_	_	_
15	senior	_	A	A	_	16	_	_	_
16	year	_	N	N	_	13	_	_	_
17	bitching	_	V	V	_	16	_	_	_
18	at	_	P	P	_	17	_	_	_
19	each	_	D	D	_	20	_	_	_
20	other	_	A	A	_	18	_	_	_
21	for	_	P	P	_	17	_	_	_
22	being	_	V	V	_	21	_	_	_
23	dumb	_	A	A	_	24	_	_	_
24	bitches	_	N	N	_	22	_	_	_
25	.	_	,	,	_	-1	_	_	_
26	sooo	_	R	R	_	0	_	_	_
27	there's	_	L	L	_	26	_	_	_
28	that	_	O	O	_	27	_	_	_
29	too	_	R	R	_	27	_	_	_
30	.	_	,	,	_	-1	_	_	_"
1, niggas whole hoes out here cuz couldn't had said it better..,"1	niggas	_	N	N	_	3	_	_	_
2	whole	_	A	A	_	3	_	_	_
3	hoes	_	N	N	_	0	_	_	_
4	out	_	P	P	_	3	_	_	_
5	here	_	R	R	_	4	_	_	_
6	cuz	_	P	P	_	3	_	_	_
7	couldn't	_	V	V	_	6	_	_	_
8	had	_	V	V	_	7	_	_	_
9	said	_	V	V	_	8	_	_	_
10	it	_	O	O	_	9	_	_	_
11	better	_	A	A	_	9	_	_	_
12	..	_	,	,	_	-1	_	_	_"
-1, all us beaners were pissed like robert when the jew ref stopped it,"1	all	_	X	X	_	3	_	_	_
2	us	_	O	O	_	3	_	_	_
3	beaners	_	N	N	_	4	_	_	_
4	were	_	V	V	_	0	_	_	_
5	pissed	_	V	V	_	4	_	_	_
6	like	_	P	P	_	5	_	_	_
7	robert	_	^	^	_	6	_	_	_
8	when	_	R	R	_	4	_	_	_
9	the	_	D	D	_	11	_	_	_
10	jew	_	N	N	_	11	_	_	_
11	ref	_	N	N	_	12	_	_	_
12	stopped	_	V	V	_	8	_	_	_
13	it	_	O	O	_	12	_	_	_"
1,captain save a hoe is the most annoying phrase,"1	captain	_	N	N	_	2	_	_	_
2	save	_	V	V	_	0	_	_	_
3	a	_	D	D	_	4	_	_	_
4	hoe	_	N	N	_	5	_	_	_
5	is	_	V	V	_	2	_	_	_
6	the	_	D	D	_	9	_	_	_
7	most	_	R	R	_	8	_	_	_
8	annoying	_	A	A	_	9	_	_	_
9	phrase	_	N	N	_	5	_	_	_"
-1,  you're a coon,"1	you're	_	L	L	_	0	_	_	_
2	a	_	D	D	_	3	_	_	_
3	coon	_	N	N	_	1	_	_	_"
-1,   sav is a fag,"1	sav	_	^	^	_	2	_	_	_
2	is	_	V	V	_	0	_	_	_
3	a	_	D	D	_	4	_	_	_
4	fag	_	N	N	_	2	_	_	_"
1,beat the pussy in so well her shit still hurting from a week ago,"1	beat	_	V	V	_	0	_	_	_
2	the	_	D	D	_	3	_	_	_
3	pussy	_	N	N	_	1	_	_	_
4	in	_	P	P	_	1	_	_	_
5	so	_	R	R	_	4	_	_	_
6	well	_	R	R	_	5	_	_	_
7	her	_	D	D	_	8	_	_	_
8	shit	_	N	N	_	10	_	_	_
9	still	_	R	R	_	10	_	_	_
10	hurting	_	V	V	_	0	_	_	_
11	from	_	P	P	_	10	_	_	_
12	a	_	D	D	_	13	_	_	_
13	week	_	N	N	_	11	_	_	_
14	ago	_	R	R	_	11	_	_	_"
1,skating is for trash.,"1	skating	_	N	N	_	2	_	_	_
2	is	_	V	V	_	0	_	_	_
3	for	_	P	P	_	2	_	_	_
4	trash	_	N	N	_	3	_	_	_
5	.	_	,	,	_	-1	_	_	_"
-1, u see a lame in that pic ofmine due to your infatuation with niggers. im hebrew i fite the children of satan in the streets,"1	u	_	O	O	_	2	_	_	_
2	see	_	V	V	_	0	_	_	_
3	a	_	D	D	_	4	_	_	_
4	lame	_	A	A	_	2	_	_	_
5	in	_	P	P	_	2	_	_	_
6	that	_	D	D	_	7	_	_	_
7	pic	_	N	N	_	5	_	_	_
8	ofmine	_	V	V	_	7	_	_	_
9	due	_	A	A	_	8	_	_	_
10	to	_	P	P	_	9	_	_	_
11	your	_	D	D	_	12	_	_	_
12	infatuation	_	N	N	_	10	_	_	_
13	with	_	P	P	_	12	_	_	_
14	niggers	_	N	N	_	13	_	_	_
15	.	_	,	,	_	-1	_	_	_
16	im	_	L	L	_	0	_	_	_
17	hebrew	_	^	^	_	16	_	_	_
18	i	_	O	O	_	19	_	_	_
19	fite	_	V	V	_	0	_	_	_
20	the	_	D	D	_	21	_	_	_
21	children	_	N	N	_	19	_	_	_
22	of	_	P	P	_	21	_	_	_
23	satan	_	^	^	_	22	_	_	_
24	in	_	P	P	_	21	_	_	_
25	the	_	D	D	_	26	_	_	_
26	streets	_	N	N	_	24	_	_	_"
-1,man  ducked me like a true hick. would have split that white trash faggot lid,"1	man	_	N	N	_	2	_	_	_
2	ducked	_	V	V	_	0	_	_	_
3	me	_	O	O	_	2	_	_	_
4	like	_	P	P	_	2	_	_	_
5	a	_	D	D	_	7	_	_	_
6	true	_	A	A	_	7	_	_	_
7	hick	_	N	N	_	4	_	_	_
8	.	_	,	,	_	-1	_	_	_
9	would	_	V	V	_	0	_	_	_
10	have	_	V	V	_	9	_	_	_
11	split	_	N	N	_	10	_	_	_
12	that	_	P	P	_	11	_	_	_
13	white	_	A	A	_	16	_	_	_
14	trash	_	N	N	_	16	_	_	_
15	faggot	_	N	N	_	16	_	_	_
16	lid	_	N	N	_	12	_	_	_"
1, jordyn stays making fun of how i eat like a little bitch,"1	jordyn	_	^	^	_	2	_	_	_
2	stays	_	V	V	_	0	_	_	_
3	making	_	V	V	_	2	_	_	_
4	fun	_	N	N	_	3	_	_	_
5	of	_	P	P	_	4	_	_	_
6	how	_	R	R	_	5	_	_	_
7	i	_	O	O	_	8	_	_	_
8	eat	_	V	V	_	6	_	_	_
9	like	_	P	P	_	8	_	_	_
10	a	_	D	D	_	12	_	_	_
11	little	_	A	A	_	12	_	_	_
12	bitch	_	N	N	_	9	_	_	_"
1,  that hoe wanta 6/6.,"1	that	_	D	D	_	2	_	_	_
2	hoe	_	N	N	_	3	_	_	_
3	wanta	_	V	V	_	0	_	_	_
4	6/6	_	$	$	_	3	_	_	_
5	.	_	,	,	_	-1	_	_	_"
1,all of us on twitter do that already shutupcrybaby lol   i need. one of you to step up and volunteer to listen to me bitch.,"1	all	_	D	D	_	0	_	_	_
2	of	_	P	P	_	1	_	_	_
3	us	_	O	O	_	2	_	_	_
4	on	_	P	P	_	3	_	_	_
5	twitter	_	^	^	_	4	_	_	_
6	do	_	V	V	_	0	_	_	_
7	that	_	O	O	_	6	_	_	_
8	already	_	R	R	_	9	_	_	_
9	shutupcrybaby	_	A	A	_	6	_	_	_
10	lol	_	!	!	_	0	_	_	_
11	i	_	O	O	_	12	_	_	_
12	need	_	V	V	_	0	_	_	_
13	.	_	,	,	_	-1	_	_	_
14	one	_	$	$	_	12	_	_	_
15	of	_	P	P	_	14	_	_	_
16	you	_	O	O	_	15	_	_	_
17	to	_	P	P	_	14	_	_	_
18	step	_	V	V	_	17	_	_	_
19	up	_	T	T	_	18	MWE	_	_
20	and	_	&	&	_	16	_	_	_
21	volunteer	_	N	N	_	20	CONJ	_	_
22	to	_	P	P	_	21	_	_	_
23	listen	_	V	V	_	22	_	_	_
24	to	_	P	P	_	23	_	_	_
25	me	_	O	O	_	24	_	_	_
26	bitch	_	N	N	_	24	_	_	_
27	.	_	,	,	_	-1	_	_	_"
1,  us ghettos-driven by lib ideology;forged by unions;bankrupted by self-serving ds catering 2parasites tcot ,"1	us	_	O	O	_	2	_	_	_
2	ghettos-driven	_	N	N	_	0	_	_	_
3	by	_	P	P	_	2	_	_	_
4	lib	_	^	^	_	5	_	_	_
5	ideology	_	N	N	_	3	_	_	_
6	;	_	,	,	_	-1	_	_	_
7	forged	_	V	V	_	0	_	_	_
8	by	_	P	P	_	7	_	_	_
9	unions	_	N	N	_	8	_	_	_
10	;	_	,	,	_	-1	_	_	_
11	bankrupted	_	V	V	_	0	_	_	_
12	by	_	P	P	_	11	_	_	_
13	self-serving	_	A	A	_	15	_	_	_
14	ds	_	N	N	_	15	MWE	_	_
15	catering	_	N	N	_	12	_	_	_
16	2parasites	_	P	P	_	15	_	_	_
17	tcot	_	N	N	_	0	_	_	_"
1,"these nigs is haters man, and i've made myself so easy to luv","1	these	_	D	D	_	2	_	_	_
2	nigs	_	N	N	_	3	_	_	_
3	is	_	V	V	_	7	CONJ	_	_
4	haters	_	N	N	_	5	_	_	_
5	man	_	N	N	_	3	_	_	_
6	,	_	,	,	_	-1	_	_	_
7	and	_	&	&	_	0	_	_	_
8	i've	_	L	L	_	9	_	_	_
9	made	_	V	V	_	7	CONJ	_	_
10	myself	_	O	O	_	9	_	_	_
11	so	_	R	R	_	12	_	_	_
12	easy	_	A	A	_	9	_	_	_
13	to	_	P	P	_	12	_	_	_
14	luv	_	V	V	_	13	_	_	_"
1,i think you a fat bitch if i never see ya body on the tl and you got nothing but neck up avi's,"1	i	_	O	O	_	2	_	_	_
2	think	_	V	V	_	0	_	_	_
3	you	_	O	O	_	2	_	_	_
4	a	_	D	D	_	6	_	_	_
5	fat	_	A	A	_	6	_	_	_
6	bitch	_	N	N	_	16	CONJ	_	_
7	if	_	P	P	_	6	_	_	_
8	i	_	O	O	_	10	_	_	_
9	never	_	R	R	_	10	_	_	_
10	see	_	V	V	_	7	_	_	_
11	ya	_	D	D	_	12	_	_	_
12	body	_	N	N	_	10	_	_	_
13	on	_	P	P	_	10	_	_	_
14	the	_	D	D	_	15	_	_	_
15	tl	_	N	N	_	13	_	_	_
16	and	_	&	&	_	0	_	_	_
17	you	_	O	O	_	18	_	_	_
18	got	_	V	V	_	16	CONJ	_	_
19	nothing	_	N	N	_	20	CONJ	_	_
20	but	_	&	&	_	18	_	_	_
21	neck	_	N	N	_	20	CONJ	_	_
22	up	_	P	P	_	21	_	_	_
23	avi's	_	Z	Z	_	22	_	_	_"
-1,  i wasn't serious bitch  bitch them niggas i named ain't fuccing witcho ass  we all just making shit up ,"1	i	_	O	O	_	2	_	_	_
2	wasn't	_	V	V	_	0	_	_	_
3	serious	_	A	A	_	5	_	_	_
4	bitch	_	N	N	_	5	_	_	_
5	bitch	_	N	N	_	2	_	_	_
6	them	_	D	D	_	7	_	_	_
7	niggas	_	N	N	_	2	_	_	_
8	i	_	O	O	_	9	_	_	_
9	named	_	V	V	_	7	_	_	_
10	ain't	_	V	V	_	9	_	_	_
11	fuccing	_	V	V	_	10	_	_	_
12	witcho	_	D	D	_	13	_	_	_
13	ass	_	N	N	_	11	_	_	_
14	we	_	O	O	_	17	_	_	_
15	all	_	D	D	_	14	_	_	_
16	just	_	R	R	_	17	_	_	_
17	making	_	V	V	_	0	_	_	_
18	shit	_	N	N	_	17	_	_	_
19	up	_	T	T	_	18	MWE	_	_"
-1,  fucking chinks in clash of clans always fuck me up. bitch ass kamikaze faggots.,"1	fucking	_	A	A	_	2	_	_	_
2	chinks	_	N	N	_	0	_	_	_
3	in	_	P	P	_	2	_	_	_
4	clash	_	N	N	_	3	_	_	_
5	of	_	P	P	_	4	_	_	_
6	clans	_	N	N	_	5	_	_	_
7	always	_	R	R	_	8	_	_	_
8	fuck	_	V	V	_	0	_	_	_
9	me	_	O	O	_	8	_	_	_
10	up	_	T	T	_	8	_	_	_
11	.	_	,	,	_	-1	_	_	_
12	bitch	_	N	N	_	15	_	_	_
13	ass	_	N	N	_	15	_	_	_
14	kamikaze	_	N	N	_	15	_	_	_
15	faggots	_	N	N	_	0	_	_	_
16	.	_	,	,	_	-1	_	_	_"
1,  team no hoes ,"1	team	_	N	N	_	3	_	_	_
2	no	_	D	D	_	3	_	_	_
3	hoes	_	N	N	_	0	_	_	_"
-1,kanye west is a faggot,"1	kanye	_	^	^	_	2	MWE	_	_
2	west	_	^	^	_	3	_	_	_
3	is	_	V	V	_	0	_	_	_
4	a	_	D	D	_	5	_	_	_
5	faggot	_	N	N	_	3	_	_	_"
1,am i the inly one seeing austin rivers out play  bitch ass tonite?,"1	am	_	V	V	_	0	_	_	_
2	i	_	O	O	_	1	_	_	_
3	the	_	D	D	_	4	_	_	_
4	inly	_	A	A	_	1	_	_	_
5	one	_	$	$	_	4	_	_	_
6	seeing	_	V	V	_	1	_	_	_
7	austin	_	^	^	_	8	_	_	_
8	rivers	_	N	N	_	6	_	_	_
9	out	_	P	P	_	10	_	_	_
10	play	_	V	V	_	6	_	_	_
11	bitch	_	N	N	_	10	_	_	_
12	ass	_	N	N	_	13	_	_	_
13	tonite	_	N	N	_	10	_	_	_
14	?	_	,	,	_	-1	_	_	_"
1,   on mammas ig aint ready for ma wcw's .. i got sum bad bitches up ma sleeve boi lol magician ass nigga lmao,"1	on	_	P	P	_	0	_	_	_
2	mammas	_	N	N	_	1	_	_	_
3	ig	_	!	!	_	0	_	_	_
4	aint	_	V	V	_	0	_	_	_
5	ready	_	A	A	_	4	_	_	_
6	for	_	P	P	_	5	_	_	_
7	ma	_	D	D	_	8	_	_	_
8	wcw's	_	Z	Z	_	6	_	_	_
9	..	_	,	,	_	-1	_	_	_
10	i	_	O	O	_	11	_	_	_
11	got	_	V	V	_	0	_	_	_
12	sum	_	D	D	_	14	_	_	_
13	bad	_	A	A	_	14	_	_	_
14	bitches	_	N	N	_	11	_	_	_
15	up	_	P	P	_	11	_	_	_
16	ma	_	D	D	_	18	_	_	_
17	sleeve	_	N	N	_	18	_	_	_
18	boi	_	N	N	_	15	_	_	_
19	lol	_	!	!	_	0	_	_	_
20	magician	_	N	N	_	22	_	_	_
21	ass	_	N	N	_	22	_	_	_
22	nigga	_	N	N	_	11	_	_	_
23	lmao	_	!	!	_	0	_	_	_"
1,uncalled for  all trash  16. which one the best? ,"1	uncalled	_	A	A	_	0	_	_	_
2	for	_	P	P	_	1	_	_	_
3	all	_	D	D	_	4	_	_	_
4	trash	_	N	N	_	2	_	_	_
5	16	_	$	$	_	4	MWE	_	_
6	.	_	,	,	_	-1	_	_	_
7	which	_	D	D	_	8	_	_	_
8	one	_	$	$	_	0	_	_	_
9	the	_	D	D	_	10	_	_	_
10	best	_	A	A	_	0	_	_	_
11	?	_	,	,	_	-1	_	_	_"
1,"  obama is allowing millions of illegal aliens, drug cartels, and terrorists to enter our open borders...liberal retards","1	obama	_	^	^	_	2	_	_	_
2	is	_	V	V	_	0	_	_	_
3	allowing	_	V	V	_	2	_	_	_
4	millions	_	N	N	_	3	_	_	_
5	of	_	P	P	_	4	_	_	_
6	illegal	_	A	A	_	7	_	_	_
7	aliens	_	N	N	_	5	_	_	_
8	,	_	,	,	_	-1	_	_	_
9	drug	_	N	N	_	10	_	_	_
10	cartels	_	N	N	_	12	CONJ	_	_
11	,	_	,	,	_	-1	_	_	_
12	and	_	&	&	_	0	_	_	_
13	terrorists	_	N	N	_	12	CONJ	_	_
14	to	_	P	P	_	13	_	_	_
15	enter	_	V	V	_	14	_	_	_
16	our	_	D	D	_	18	_	_	_
17	open	_	A	A	_	18	_	_	_
18	borders	_	N	N	_	15	_	_	_
19	...	_	,	,	_	-1	_	_	_
20	liberal	_	A	A	_	21	_	_	_
21	retards	_	N	N	_	0	_	_	_"
1, yeah bitch hit me up when you get friend zoned brody ,"1	yeah	_	!	!	_	0	_	_	_
2	bitch	_	N	N	_	3	_	_	_
3	hit	_	V	V	_	0	_	_	_
4	me	_	O	O	_	3	_	_	_
5	up	_	T	T	_	3	_	_	_
6	when	_	R	R	_	3	_	_	_
7	you	_	O	O	_	8	_	_	_
8	get	_	V	V	_	6	_	_	_
9	friend	_	N	N	_	8	_	_	_
10	zoned	_	V	V	_	8	_	_	_
11	brody	_	^	^	_	10	_	_	_"
1,poppy give me discounts bitch i get it for the lowww....naw fareal tho,"1	poppy	_	^	^	_	2	_	_	_
2	give	_	V	V	_	0	_	_	_
3	me	_	O	O	_	2	_	_	_
4	discounts	_	N	N	_	5	_	_	_
5	bitch	_	N	N	_	2	_	_	_
6	i	_	O	O	_	7	_	_	_
7	get	_	V	V	_	0	_	_	_
8	it	_	O	O	_	7	_	_	_
9	for	_	P	P	_	7	_	_	_
10	the	_	D	D	_	11	_	_	_
11	lowww	_	A	A	_	9	_	_	_
12	....	_	,	,	_	-1	_	_	_
13	naw	_	!	!	_	0	_	_	_
14	fareal	_	!	!	_	0	_	_	_
15	tho	_	R	R	_	7	_	_	_"
1,  you officially brought flopping to football  congrats on being a pussy...  ,"1	you	_	O	O	_	3	_	_	_
2	officially	_	R	R	_	3	_	_	_
3	brought	_	V	V	_	0	_	_	_
4	flopping	_	V	V	_	3	_	_	_
5	to	_	P	P	_	4	_	_	_
6	football	_	N	N	_	7	_	_	_
7	congrats	_	N	N	_	5	_	_	_
8	on	_	P	P	_	4	_	_	_
9	being	_	V	V	_	8	_	_	_
10	a	_	D	D	_	11	_	_	_
11	pussy	_	N	N	_	9	_	_	_
12	...	_	,	,	_	-1	_	_	_"
1,"  i hate seeing people with money spend it on stupid shit, you don't need 11 tvs ; a shark tank you twat","1	i	_	O	O	_	2	_	_	_
2	hate	_	V	V	_	0	_	_	_
3	seeing	_	V	V	_	2	_	_	_
4	people	_	N	N	_	3	_	_	_
5	with	_	P	P	_	4	_	_	_
6	money	_	N	N	_	5	_	_	_
7	spend	_	V	V	_	3	_	_	_
8	it	_	O	O	_	7	_	_	_
9	on	_	P	P	_	7	_	_	_
10	stupid	_	A	A	_	11	_	_	_
11	shit	_	N	N	_	9	_	_	_
12	,	_	,	,	_	-1	_	_	_
13	you	_	O	O	_	14	_	_	_
14	don't	_	V	V	_	0	_	_	_
15	need	_	V	V	_	14	_	_	_
16	11	_	$	$	_	17	_	_	_
17	tvs	_	N	N	_	15	_	_	_
18	;	_	,	,	_	-1	_	_	_
19	a	_	D	D	_	21	_	_	_
20	shark	_	N	N	_	21	_	_	_
21	tank	_	N	N	_	23	_	_	_
22	you	_	O	O	_	23	_	_	_
23	twat	_	N	N	_	0	_	_	_"
-1,  hoe don't make me put up screenshots of your texts to me hoe,"1	hoe	_	N	N	_	2	_	_	_
2	don't	_	V	V	_	0	_	_	_
3	make	_	V	V	_	2	_	_	_
4	me	_	O	O	_	3	_	_	_
5	put	_	V	V	_	3	_	_	_
6	up	_	T	T	_	5	MWE	_	_
7	screenshots	_	N	N	_	5	_	_	_
8	of	_	P	P	_	7	_	_	_
9	your	_	D	D	_	10	_	_	_
10	texts	_	N	N	_	8	_	_	_
11	to	_	P	P	_	10	_	_	_
12	me	_	O	O	_	11	_	_	_
13	hoe	_	N	N	_	0	_	_	_"
-1,literally every man in my fam copped a bad white bitch as a wife. i ain't even boutta break da chain. unless a latina comes around,"1	literally	_	R	R	_	7	_	_	_
2	every	_	D	D	_	3	_	_	_
3	man	_	N	N	_	7	_	_	_
4	in	_	P	P	_	3	_	_	_
5	my	_	D	D	_	6	_	_	_
6	fam	_	N	N	_	4	_	_	_
7	copped	_	V	V	_	0	_	_	_
8	a	_	D	D	_	11	_	_	_
9	bad	_	A	A	_	11	_	_	_
10	white	_	A	A	_	11	_	_	_
11	bitch	_	N	N	_	7	_	_	_
12	as	_	P	P	_	7	_	_	_
13	a	_	D	D	_	14	_	_	_
14	wife	_	N	N	_	12	_	_	_
15	.	_	,	,	_	-1	_	_	_
16	i	_	O	O	_	17	_	_	_
17	ain't	_	V	V	_	0	_	_	_
18	even	_	R	R	_	19	_	_	_
19	boutta	_	P	P	_	17	_	_	_
20	break	_	V	V	_	19	_	_	_
21	da	_	D	D	_	22	_	_	_
22	chain	_	N	N	_	20	_	_	_
23	.	_	,	,	_	-1	_	_	_
24	unless	_	P	P	_	0	_	_	_
25	a	_	D	D	_	26	_	_	_
26	latina	_	A	A	_	27	_	_	_
27	comes	_	V	V	_	24	_	_	_
28	around	_	T	T	_	27	MWE	_	_"
1,   naw really bitch i mean yo address,"1	naw	_	!	!	_	0	_	_	_
2	really	_	R	R	_	3	_	_	_
3	bitch	_	N	N	_	0	_	_	_
4	i	_	O	O	_	5	_	_	_
5	mean	_	V	V	_	0	_	_	_
6	yo	_	D	D	_	7	_	_	_
7	address	_	N	N	_	5	_	_	_"
-1," most of these people are followers of followers of truth, but they themselves are still niggers... their outlook, mind ; all.","1	most	_	R	R	_	5	_	_	_
2	of	_	P	P	_	1	_	_	_
3	these	_	D	D	_	4	_	_	_
4	people	_	N	N	_	5	_	_	_
5	are	_	V	V	_	12	CONJ	_	_
6	followers	_	N	N	_	5	_	_	_
7	of	_	P	P	_	6	_	_	_
8	followers	_	N	N	_	7	_	_	_
9	of	_	P	P	_	8	_	_	_
10	truth	_	N	N	_	9	_	_	_
11	,	_	,	,	_	-1	_	_	_
12	but	_	&	&	_	0	_	_	_
13	they	_	O	O	_	15	_	_	_
14	themselves	_	O	O	_	15	_	_	_
15	are	_	V	V	_	12	CONJ	_	_
16	still	_	R	R	_	15	_	_	_
17	niggers	_	N	N	_	15	_	_	_
18	...	_	,	,	_	-1	_	_	_
19	their	_	D	D	_	20	_	_	_
20	outlook	_	N	N	_	22	_	_	_
21	,	_	,	,	_	-1	_	_	_
22	mind	_	N	N	_	0	_	_	_
23	;	_	,	,	_	-1	_	_	_
24	all	_	D	D	_	0	_	_	_
25	.	_	,	,	_	-1	_	_	_"
1, lol nigga just walk in that hoe looking for girls don't even wanna buy nothing,"1	lol	_	!	!	_	0	_	_	_
2	nigga	_	N	N	_	4	_	_	_
3	just	_	R	R	_	4	_	_	_
4	walk	_	V	V	_	0	_	_	_
5	in	_	P	P	_	4	_	_	_
6	that	_	D	D	_	7	_	_	_
7	hoe	_	N	N	_	5	_	_	_
8	looking	_	V	V	_	7	_	_	_
9	for	_	P	P	_	8	_	_	_
10	girls	_	N	N	_	9	_	_	_
11	don't	_	V	V	_	0	_	_	_
12	even	_	R	R	_	11	_	_	_
13	wanna	_	V	V	_	11	_	_	_
14	buy	_	V	V	_	13	_	_	_
15	nothing	_	N	N	_	14	_	_	_"
-1,  i saw a great chimpout 2 summers ago. a middle aged salvadoran and his 15 yr old son got wasted by 6 beaners at the metlife ,"1	i	_	O	O	_	2	_	_	_
2	saw	_	V	V	_	0	_	_	_
3	a	_	D	D	_	7	_	_	_
4	great	_	A	A	_	5	_	_	_
5	chimpout	_	N	N	_	2	_	_	_
6	2	_	$	$	_	7	_	_	_
7	summers	_	N	N	_	2	_	_	_
8	ago	_	R	R	_	2	_	_	_
9	.	_	,	,	_	-1	_	_	_
10	a	_	D	D	_	11	_	_	_
11	middle	_	N	N	_	12	_	_	_
12	aged	_	V	V	_	0	_	_	_
13	salvadoran	_	^	^	_	14	CONJ	_	_
14	and	_	&	&	_	12	_	_	_
15	his	_	D	D	_	19	_	_	_
16	15	_	$	$	_	19	_	_	_
17	yr	_	A	A	_	19	_	_	_
18	old	_	A	A	_	19	_	_	_
19	son	_	N	N	_	12	_	_	_
20	got	_	V	V	_	14	CONJ	_	_
21	wasted	_	V	V	_	20	_	_	_
22	by	_	P	P	_	21	_	_	_
23	6	_	$	$	_	24	_	_	_
24	beaners	_	N	N	_	22	_	_	_
25	at	_	P	P	_	24	_	_	_
26	the	_	D	D	_	27	_	_	_
27	metlife	_	^	^	_	25	_	_	_"
-1,  furrybah *in my paypay voice*   the hoes are for everybody my nigga,"1	furrybah	_	^	^	_	3	_	_	_
2	*	_	,	,	_	-1	_	_	_
